产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,票证类型,出票OFFICE,备注,产品有限期,航司结算方式,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,上浮/下浮价格,政策返点（后返+车辆后返+代理费),上浮价格/直减,结算方式
海天无限特殊航线政策,"宜昌-大连
大连-宜昌
长春-郑州
郑州-长春
凯里-海口
海口-凯里
西安-铜仁
铜仁-西安
井冈山-珠海
珠海-井冈山
西安-敦煌
西安-海拉尔
海拉尔-西安",A/U/T,,,,,KMG319/KMG279,,"2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
3/29-4/2，4/5，4/8-4/28，5/8-6/10
3/29-3/30，4/1-4/5，4/7-4/28，5/8-6/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28.2026/5/8-2026/06/10
2026/3/29-2026/4/28.2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10
2026/3/29-2026/4/28，2026/5/8-2026/06/10",,,,,,,,,,,,,,,,,,特殊航线 A/U/T 舱下浮 86%,,,
海天无限特殊航线政策,"珠海-西安
库尔勒-西安",T,,,,,KMG319/KMG279,,2026/3/18-6/30,,,,,,,,,,,,,,,,,,特殊航线T舱下浮 100%,,,
异航联程基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,KMG319/KMG279,,"2026年3月29日至4月2日,4月8日至28日、5月8日至6月17日、6月23至30日",,,,,,,,,,,,,,,,,,Y舱100%，H/K舱95%，L/M/X舱94%，V/N舱93%，A/U/T舱92%,,,
异航联程基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,KMG319/KMG279,,4月3日至7日、6月18至22日,,,,,,,,,,,,,,,,,,Y舱100%，H/K舱100%，L/M/X舱96%，V/N舱94%，A/U/T舱93%,,,
异航联程基础政策,不含特殊航线的国内自营航线,Y/H/K，，L/M/X，V/N，A/U/T,,,,,KMG319/KMG279,,2026年4月29日至5月7日,,,,,,,,,,,,,,,,,,Y舱100%，H/K舱100%，L/M/X舱98%，V/N舱97%，A/U/T舱95%,,,
异航联程基础政策,特殊航线,A/U/T,,,,,KMG319/KMG279,,2026年3月29日-2026年4月28日，2026年5月8日-2026年6月10日,,,,,,,,,,,,,,,,,,A/U/T舱81%或86%,,,
异航联程基础政策,特殊航线,T,,,,,KMG319/KMG279,,2026年3月18日-2026年6月30日,,,,,,,,,,,,,,,,,,珠海-西安、库尔勒-西安T舱100%,,,
悦享经济舱,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,50元/航段,WXJA,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.西安机场贵宾室服务；
5.客舱姓氏尊称服务；
6.饮品",,,,,,,,,,,,,,,,,,,270元,,,
悦享经济舱,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,0元/航段,WXJB,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.西安机场贵宾室服务；
5.客舱姓氏尊称服务；
7.饮品",,,,,,,,,,,,,,,,,,,220元,,,
悦享经济舱,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,110元/航段,WGCA,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.西安机场贵宾室服务；
5.客舱姓氏尊称服务；
8.饮品",,,,,,,,,,,,,,,,,,,330元,,,
悦享经济舱,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,150元/航段,WGCB,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.西安机场贵宾室服务；
5.客舱姓氏尊称服务；
9.饮品",,,,,,,,,,,,,,,,,,,410元,,,
悦享经济舱,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,240元/航段,WGCC,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.西安机场贵宾室服务；
5.客舱姓氏尊称服务；
10.饮品",,,,,,,,,,,,,,,,,,,550元,,,
舒享经济舱（R舱）,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,35元/航段,RXJA,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。                                                     客舱、地面服务1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；
6.小吃一份。",,,,,,,,,,,,,,,,,,,180元,,,
舒享经济舱（R舱）,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,0元/航段,RXJB,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。                                                     客舱、地面服务1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；
7.小吃一份。",,,,,,,,,,,,,,,,,,,145元,,,
舒享经济舱（R舱）,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,80元/航段,RGCA,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。                                                     客舱、地面服务1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；
8.小吃一份。",,,,,,,,,,,,,,,,,,,240元,,,
舒享经济舱（R舱）,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,120元/航段,RGCB,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。                                                     客舱、地面服务1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；
9.小吃一份。",,,,,,,,,,,,,,,,,,,320元,,,
舒享经济舱（R舱）,"XIY-SYX
SYX-XIY
CSX-HRB
HRB-CSX",H/K/L/M/X/V/N/A/U/T（含小舱位）,,200元/航段,RGCC,,KMG319/KMG279,"1.免费托运行李额20KG；
2.可免费携带一件7KG且体积不超过20cm*40cm*55cm的非托运行李；
3.客票变更手续费优惠（见自愿变更条款）；
4.积分标准为125%×K；
5.享受会员定级航段标准为1.5个。                                                     客舱、地面服务1.经济舱前三排座位；
2.专属值机柜台（仅限西安机场N21-N23柜台）；
3.优先登机服务(以机场实际保障为准);
4.客舱姓氏尊称服务；
5.饮品一瓶；
10.小吃一份。",,,,,,,,,,,,,,,,,,,460元,,,
商旅出行,西安、贵阳进出港航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T1),,165,SLCX,,KMG319/KMG279,"1.溢价260元产品（品质型接送机服务、20KG行李）适用航线：西安、贵阳进出港航线；  
2.溢价200元产品（优享型接送机服务）适用航线：西安、贵阳进出港航线；  
3.溢价180元产品（增值类服务）适用航线：全航线；",,,,,,,,,,,,,,,,,,,260,,,
商旅出行,西安、贵阳进出港航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T2),,130,SLCB,,KMG319/KMG279,"1.溢价260元产品（品质型接送机服务、20KG行李）适用航线：西安、贵阳进出港航线；  
2.溢价200元产品（优享型接送机服务）适用航线：西安、贵阳进出港航线；  
3.溢价181元产品（增值类服务）适用航线：全航线；",,,,,,,,,,,,,,,,,,,200,,,
商旅出行,西安、贵阳进出港航线,H/K/L/M/X/V/N/A/U/T(A1/U1/T3),,90,SLCC,,KMG319/KMG279,"1.溢价260元产品（品质型接送机服务、20KG行李）适用航线：西安、贵阳进出港航线；  
2.溢价200元产品（优享型接送机服务）适用航线：西安、贵阳进出港航线；  
3.溢价182元产品（增值类服务）适用航线：全航线；",,,,,,,,,,,,,,,,,,,180,,,
贵宾优享,,H/K/L/M/X/V/N/A/U/T(A1/U1/T1),,90,GBYX,,KMG319/KMG279,1.专属值机柜台(仅限西安T3航站楼N21-N22柜台) 2.西安机场长安航空贵宾室服务V36,,,,,,,,,,,,,,,,,,,180,,,
1、S舱高返产品,所有航线,S舱，YGF01/*,80,50.0,YGF01,,KMG319/KMG279,航班起飞 48 小时《含) 前免变更手续费一次,有效,,,,,,,,,,,,,,,,,,,,,
1、S舱高返产品,所有航线,S舱，CGF02/*,150,100.0,CGF02,,KMG319/KMG279,航班起飞 24 小时(含) 前免变更手续费一次(30KG 行李额),有效,,,,,,,,,,,,,,,,,,,,,
1、S舱高返产品,所有航线,S舱，CGF03/*,280,180.0,CGF03,,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,,,,,,,,,,,,,,,,,,,,
1、S舱高返产品,所有航线,S舱，CGF03/*,280,180.0,CGF03,,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,,,,,,,,,,,,,,,,,,,,
1、S舱高返产品,所有航线,S舱，CGF03/*,280,180.0,CGF03,,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,,,,,,,,,,,,,,,,,,,,
1、S舱高返产品,所有航线,S舱，CGF03/*,280,180.0,CGF03,,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,,,,,,,,,,,,,,,,,,,,
2、S舱高返产品,所有航线,S舱，CGF03/*,280,180.0,CGF03,,KMG319/KMG279,航班起飞4 小时《含) 前免变更手续费一次 (30KG 行李额),有效,,,,,,,,,,,,,,,,,,,,,
奥凯甄选,所有航线,不固定舱位，随外放开舱上浮,20,15.0,*/G1,,,运价获取指令：PAT:A,长期有效,,,,,,,,,,,,,,,,,,,,,
,,,80,50.0,*/G2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,160,100.0,*/G3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,260,180.0,*/G4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,380,260.0,*/G5,,,,长期有效,,,,,,,,,,,,,,,,,,,,,
高端经济舱,所有航线,W 舱，运价获取指令：PAT:A,100,,CZ2/*,,,800(含)公里以下,,,,,,,,,,,,,,,,,,,,,,
,,,150,,CZ3/*,,,801 公里至 1500 公里(含),,,,,,,,,,,,,,,,,,,,,,
,,,200,,CZ4/*,,,"1501 公里至 3000 公里
(含)",,,,,,,,,,,,,,,,,,,,,,
,,,260,,CZ5/*,,,3001 公里及以上,,,,,,,,,,,,,,,,,,,,,,
行李无忧,所有航线,P 舱、基础舱位：B/K/M/L/N/Q/E,150,15.0,CX1/*,,,免费行李额度30KG,长期有效,,,,,,,,,,,,,,,,,,,,,
,,P 舱、基础舱位：U/T,180,18.0,CX2/*,,,,,,,,,,,,,,,,,,,,,,,,,
,,D/O/Z/J/X/H,150,15.0,YX1/*,,,免费行李额度20KG,,,,,,,,,,,,,,,,,,,,,,
,,,240,24.0,CX3/*,,,免费行李额度30KG,,,,,,,,,,,,,,,,,,,,,,
双程优享,所有航线,Y/B/K/M/L/N/Q,直减,20.0,*/SC1,,,,适用航班日期：2026 年4 月29 日至2026 年12 月31日,,,,,,,,,,,,,,,,,,,,,
双程优享,所有航线,E/U/T,直减,20.0,*/SC2,,,,适用航班日期：2026 年4 月29 日至2026 年12 月31日,,,,,,,,,,,,,,,,,,,,,
双程优享,所有航线,D/O/Z/J/H/X,直减,10.0,*/SC3,,,,适用航班日期：2026 年4 月29 日至2026 年12 月31日,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,150.0,,*YXKMGJT,GP/BSP/B2B,KMG319/KMG279,"40调整为：35元PAT:A@01ZYXHAAMD,02EYXKAAMD，南航对应OFFICE号B2B2下单，发送车辆群效验",2026.12.31,前返预定代理+后返,,,,,,,,,,,,,,,,,,35+60+按段,,
CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260.0,,*YXKMGJL,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,前返预定代理+后返,,,,,,,,,,,,,,,,,,20+170+按段,,
CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,420.0,,*YXKMGJD,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,前返预定代理+后返,,,,,,,,,,,,,,,,,,40+275+按段,,
CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,580.0,,*YXKMGDL,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,前返预定代理+后返,,,,,,,,,,,,,,,,,,50+420+按段,,
CZ优享飞,云南进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,800.0,,*YXKMGHP,GP/BSP/B2B,KMG319/KMG279,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,前返预定代理+后返,,,,,,,,,,,,,,,,,,55+545+按段,,
CZ优享飞,成都进出港,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,350.0,,*YXKMGJH,,KMG319,南航对应OFFICE号B2B2下单，发送车辆群效验,2026.12.31,前返预定代理+后返,,,,,,,,,,,,,,,,,,25+215+按段,,
CZ优享飞,贵阳进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,260.0,,*YXKMGJY,GP/BSP/B2B,KMG319/KMG279,"（备注：南航贵阳进出港东海岸后返160元,验证码发送微信东海岸产品验证码统计群）",2026.12.31,前返预定代理+后返（东海岸）,,,,,,,,,,,,,,,,,,160+10+按段,,
CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,180.0,,*YXKMGXA,GP/BSP/B2B,KMG319/KMG279,"（备注：全国进出港东海岸后返98元,验证码发送微信东海岸产品验证码统计群）",2026.12.31,前返预定代理+后返（东海岸）,,,,,,,,,,,,,,,,,,17+98+按段,,
CZ优享飞,全国进出港（东海岸代码）,P/B/M/H/K/U/A/L/Q/E/V/Z/I/D/C,280.0,,*YXKMGXC,GP/BSP/B2B,KMG319/KMG279,"（备注：全国进出港东海岸后返168元,验证码发送微信东海岸产品验证码统计群）",2026.12.31,前返预定代理+后返（东海岸）,,,,,,,,,,,,,,,,,,27+168+按段,,
CZ里程加享、航班日期自4.1起,全国航线：100里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,30.0,,*YXLABMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,100里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,7,,
CZ里程加享、航班日期自4.1起,全国航线：300里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,70.0,,*YXEAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,17,,
CZ里程加享、航班日期自4.1起,全国航线：500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,100.0,,*YXLAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,25,,
CZ里程加享、航班日期自4.1起,全国航线：800里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,120.0,,*YXLACMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,800里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,30,,
CZ里程加享、航班日期自4.1起,全国航线：1000里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,200.0,,*YXKAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,50,,
CZ里程加享、航班日期自4.1起,全国航线：1500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YXHAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ里程加享、航班日期自4.1起,全国航线：2000里程旅行套餐,C/D/I/M/H/K/U/A/L/Q/E/V/Z/T,400.0,,*YXMAAMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,100,,
CZ里程加享、航班日期自4.1起,明珠舱800里程旅行套餐,S,,,"S1??A25 S2??A25 S3??A25 S1??A20 S2??A20 S3??A20 S1??A17 S2??A17 S3??A17 S1??A15 S2??A15 S3??A15
S1??A13 S2??A13 S3??A13",GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,800里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,30,,
CZ里程加享、航班日期自4.1起,明珠舱2000里程旅行套餐,S,,,"S1??A45 S1??A40
S1??A35 S1??A30 
S1??A26 S2??A45
S2??A40 S2??A35
S2??A30 S2??A26 
S3??A45 S3??A40
S3??A35 S3??A30 
S3??A26",GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,100,,
CZ里程加享、航班日期自4.1起,全国航线：3000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,600.0,,*YXMACMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,3000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,150,,
CZ里程加享、航班日期自4.1起,全国航线：4000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,800.0,,*YXMADMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,4000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,200,,
CZ里程加享、航班日期自4.1起,全国航线：5000里程旅行套餐,C/D/I/H/K/U/A/L/Q/E/V/Z/T,1000.0,,*YXMAEMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,5000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,250,,
CZ权益包加享、航班日期自4.1起,全国航线：优先选择前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,60.0,,*YXKAAOA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,优先选择前排座位权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,15,,
CZ权益包加享、航班日期自4.1起,全国航线：300里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,130.0,,*YXKABMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程，额外赠前排座位权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,32,,
CZ权益包加享、航班日期自4.1起,全国航线：1200里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YXKAAMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1200里程，额外赠前排座位权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ权益包加享、航班日期自4.1起,全国航线：3000里程，额外赠前排座位权益,P/B/M/H/K/U/A/L/Q/E/V/Z/T,660.0,,*YXKACMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,3000里程，额外赠前排座位权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,165,,
CZ权益包加享、航班日期自4.1起,"广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。

",P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YXKAABD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,行李旅行套餐。10KG额外行李额度,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ权益包加享、航班日期自4.1起,"广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。

",P/B/M/H/K/U/A/L/Q/E/V/Z/T,380.0,,*YXKAAMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,里程行李旅行套餐。500里程+10KG额外行李额,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,95,,
CZ权益包加享、航班日期自4.1起,"北京大兴、广州、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐
",P/B/M/H/K/U/A/L/Q/E/V/Z/T,260.0,,*YXKAALA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐.赠航班当日始发机场指定南航国内休息室服务一次（限广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐）,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,65,,
CZ权益包加享、航班日期自4.1起,武汉、哈尔滨、长春、长沙、重庆、汕头（揭阳）、大连、珠海、沈阳、贵阳、南宁、郑州、昆明、南阳、三亚、南京、西安18个机场。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,160.0,,*YXKABLA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐。赠航班当日始发机场指定南航国内休息室服务一次（除广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐外）,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,40,,
CZ权益包加享、航班日期自4.1起,以实际发布为准,P/B/M/H/K/U,320.0,,*YXHAAUC,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程+明珠舱升舱。额外获赠300里程和明珠经济舱升舱权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,80,,
CZ退改加享、航班日期自4.1起,全国航线：变更旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,150.0,,*YXKAAGD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,在航班预计离站时间前4小时（含）前自愿变更，免收自愿变更费,2026.01.01-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,37,,
CZ退改加享、航班日期自4.1起,全国航线：退改无忧,P/B/M/H/K/U/A/L/Q/E/V/Z/T,160.0,,*YXKAARG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.300万元航空意外身故及伤残保障，保险期间为客票当次航班。",2026.01.01-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,40,,
CZ退改加享、航班日期自4.1起,全国航线：金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q/E/V/Z/T,600.0,,*YXKADRG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。
3.客票成行后赠3000里程。",2026.01.01-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,150,,
CZ保险加享、航班日期自4.1起,全国航线：航意航延综合保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,70.0,,*YXKAAID,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,航意700万，医疗15万；航延2小时起赔，最高赔600,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,17,,
